date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-10-08 00:00:00,16,10.1,23.1,0,,,15.8,37,1008.9,242
2024-10-09 00:00:00,16.1,12.8,19.4,4.8,,,10.4,25.9,1003.4,204
2024-10-10 00:00:00,15.8,11.2,20.7,1.9,,,13.9,38.9,999.2,161
2024-10-11 00:00:00,13.7,11.3,17,0.8,,,16,35.2,1011.8,268
2024-10-12 00:00:00,11.4,7.6,15.3,0,,,10.4,29.6,1020,416
2024-10-13 00:00:00,10.8,7.2,15.2,0.6,,,11.9,35.2,1016,63
2024-10-14 00:00:00,11,7.7,14.4,0.2,,,10.8,29.6,1020.8,345
2024-10-15 00:00:00,11.1,5.8,14.6,0.8,,,10.3,31.5,1022.6,350
2024-10-16 00:00:00,9.7,5.7,13.4,0,,,13.2,35.2,1027.8,269
2024-10-17 00:00:00,11,7.5,13.7,0,,,17.7,38.9,1026.3,143
2024-10-18 00:00:00,12.5,9.9,16.5,0,,,18.8,38.9,1023.2,314
2024-10-19 00:00:00,10.2,6.1,16.1,0,,,12.2,29.6,1024.2,357
2024-10-20 00:00:00,9.4,4.2,16.7,0,,,12,31.5,1028.9,465
2024-10-21 00:00:00,9.4,4.3,16.6,0,,,10.1,22.2,1031.2,416
2024-10-22 00:00:00,9.4,5.4,13.8,0,,,7.7,22.2,1029.7,259
2024-10-23 00:00:00,10.9,7.8,14.9,2.2,,,4.4,14.8,1033,46
2024-10-24 00:00:00,11.7,8.8,16.3,0,,,6.1,20.4,1032.3,186
2024-10-25 00:00:00,11.9,8.7,15.6,0.3,,,11,31.5,1026.8,147
2024-10-26 00:00:00,13,11.6,14.7,0,,,11.7,24.1,1023.3,23
2024-10-27 00:00:00,13.6,11.6,16.2,0,,,8.4,24.1,1021.6,105
2024-10-28 00:00:00,13.9,8.7,18,0,,,9.9,24.1,1026.7,274
2024-10-29 00:00:00,12.2,5.5,19.8,0,,,4.6,14.8,1026.8,332
2024-10-30 00:00:00,13.2,9.4,18.5,0,,,6.8,22.2,1026.1,146
2024-10-31 00:00:00,12.8,8.8,16,0,,,8.9,25.9,1027.2,120
2024-11-01 00:00:00,10.2,5.7,15.7,0,,,5.6,16.7,1024.4,223
2024-11-02 00:00:00,9.8,5.3,13,0,,,11.6,33.3,1026.9,53
2024-11-03 00:00:00,4.7,0.3,9.9,0,,,5,18.5,1032.6,279
2024-11-04 00:00:00,5,-1.6,12.8,0,,,6.1,25.9,1030,272
2024-11-05 00:00:00,5.2,0.4,11.7,0,,,11.1,29.6,1031,282
2024-11-06 00:00:00,5.1,0.9,11,0,,,9.9,22.2,1032.3,139
2024-11-07 00:00:00,5.1,1.1,11.9,0,,,9.8,22.2,1034.1,255
2024-11-08 00:00:00,5.4,1.8,10.8,0,,,9.2,24.1,1032.6,261
2024-11-09 00:00:00,4.2,-0.5,11,0,,,5.5,20.4,1030.1,328
2024-11-10 00:00:00,1.3,-3.6,7.5,0,,,5.3,13,1029.2,192
2024-11-11 00:00:00,0.8,-0.6,2.2,0,,,3.8,13,1031,0
2024-11-12 00:00:00,2.6,2.1,3.5,0,,,7.7,14.8,1030.1,1
2024-11-13 00:00:00,2.4,1.9,2.8,0,,,7.8,20.4,1030.1,0
2024-11-14 00:00:00,4.8,2.7,7.5,0.1,,,10.6,29.6,1026.9,53
2024-11-15 00:00:00,6.8,4.4,8.9,0.9,,,13.6,33.3,1025.5,11
2024-11-16 00:00:00,3.4,-0.4,10.2,0,,,9.2,25.9,1023.9,225
2024-11-17 00:00:00,1.4,-1.5,3.6,0,,,10.4,20.4,1015.8,199
2024-11-18 00:00:00,4.2,1,8,1.8,,,11.7,31.5,1013,58
2024-11-19 00:00:00,4.4,2.8,6,0.3,,,7.9,24.1,1008.1,0
2024-11-20 00:00:00,4.9,2,7.2,2.9,,,15.9,38.9,997,2
2024-11-21 00:00:00,3,1,6.2,2.4,,,18.5,38.9,1002.3,130
2024-11-22 00:00:00,2.3,0.6,3.6,1,,,17,42.6,1001.5,6
2024-11-23 00:00:00,3,-1,6.3,0.3,,,17.2,44.5,1022.5,252
2024-11-24 00:00:00,1.4,-1.8,4.4,0,,,14.7,27.8,1027.4,11
2024-11-25 00:00:00,3.2,0.1,7.9,0,,,16.7,35.2,1023.7,161
2024-11-26 00:00:00,5.6,1.7,8.8,0,,,9.8,27.8,1020.8,31
2024-11-27 00:00:00,3.8,-0.3,7,0,,,6.1,20.4,1025.8,10
2024-11-28 00:00:00,6.2,2,8.1,1.8,,,12.2,37,1021.5,0
2024-11-29 00:00:00,6.4,5.1,7.6,1.5,,,24.6,42.6,1026.6,0
2024-11-30 00:00:00,4.1,0,7.3,0,,,11.5,29.6,1033.1,250
2024-12-01 00:00:00,1.6,-2,7,0,,,6.5,18.5,1029.5,221
2024-12-02 00:00:00,2.5,-1.4,8.8,0,,,11.6,24.1,1024.9,210
2024-12-03 00:00:00,1.2,-2.2,3.2,0.1,,,6.1,24.1,1021,5
2024-12-04 00:00:00,3.1,0.1,6.4,0,,,6.2,22.2,1024.1,17
2024-12-05 00:00:00,2,-3.8,6,0,,,9.2,22.2,1027.2,215
2024-12-06 00:00:00,-0.4,-4,2.6,7.2,,,9.6,31.5,1015.7,0
2024-12-07 00:00:00,3,1.3,4.8,1.3,,,10.8,27.8,1013,31
2024-12-08 00:00:00,2.7,-0.2,4.4,0,,,11.8,25.9,1010.2,0
2024-12-09 00:00:00,3,1,4.4,0.6,,,8.6,31.5,1015,1
2024-12-10 00:00:00,4,2.6,5.6,0.5,,,9.1,22.2,1023,9
2024-12-11 00:00:00,2,0.1,3,0,,,14.8,20.4,1026.8,41
2024-12-12 00:00:00,2.1,0.5,3.9,0,,,11.4,16.7,1030.8,97
2024-12-13 00:00:00,0.8,0.2,1.4,0,,,11.1,31.5,1033.8,57
2024-12-14 00:00:00,1.1,0.1,3.9,0,,,13.8,31.5,1022.6,0
2024-12-15 00:00:00,5.1,4.1,6.3,0,,,20.8,38.9,1023.8,21
2024-12-16 00:00:00,8.7,5.7,11.9,0.4,,,15.5,46.3,1028.7,25
2024-12-17 00:00:00,9.3,7.5,10.8,0,,,14.1,33.3,1028.3,36
2024-12-18 00:00:00,4.6,1.9,7.2,0,,,5.7,16.7,1024.4,99
2024-12-19 00:00:00,3.8,1.1,6.3,1.3,,,14.4,27.8,1010.9,108
2024-12-20 00:00:00,6.1,4.2,7.2,9.1,,,20.8,42.6,1012.6,14
2024-12-21 00:00:00,3.5,-0.8,6.3,0,,,14.9,33.3,1021.6,182
2024-12-22 00:00:00,0.8,-1.3,4,1.7,,,6.9,25.9,1008.9,0
2024-12-23 00:00:00,2.6,-0.1,4,0,,,18.2,37,1008.3,1
2024-12-24 00:00:00,4.1,2.3,5.6,0,,,25.6,46.3,1020.3,54
2024-12-25 00:00:00,3.5,0.9,5.5,0,,,18.2,37,1034.3,227
2024-12-26 00:00:00,0.5,-3.3,4.5,0,,,9.8,25.9,1037.8,319
2024-12-27 00:00:00,-0.9,-5.8,6,0,,,5.2,18.5,1034.9,300
2024-12-28 00:00:00,0.1,-3.4,6.3,0,,,3.9,14.8,1030.5,139
2024-12-29 00:00:00,-2.3,-4.5,1.8,0,,,3.5,11.1,1030.1,201
2024-12-30 00:00:00,-2.9,-4.8,-1.6,0,,,5,14.8,1032.1,283
2024-12-31 00:00:00,-2.7,-3.2,-2.1,0,,,7.1,18.5,1033.6,62
2025-01-01 00:00:00,-2.7,-3,-2.4,0,,,6.2,22.2,1029.5,88
2025-01-02 00:00:00,-1.5,-2.6,-0.4,0,,,7.7,22.2,1017.5,103
2025-01-03 00:00:00,1.9,-0.2,3.6,0.4,,,15.4,33.3,1016.8,80
2025-01-04 00:00:00,0.9,-2.1,3,0,,,15.4,35.2,1022.3,144
2025-01-05 00:00:00,-1.7,-5,-0.1,6.5,,,12.5,29.6,1014.3,0
2025-01-06 00:00:00,1.4,-0.2,4.5,0,,,14.4,31.5,1004.6,57
2025-01-07 00:00:00,3.2,-0.1,5.9,2,,,9.7,24.1,1008.3,0
2025-01-08 00:00:00,3.4,-1.6,6.8,0,,,7.9,22.2,1010.8,24
2025-01-09 00:00:00,6.7,3.2,10.1,0,,,13,33.3,1005.6,22
2025-01-10 00:00:00,4.2,2.6,8,1.4,,,26.1,57.4,1014.7,142
2025-01-11 00:00:00,2.1,-0.2,3.7,0,,,21,38.9,1018.9,95
2025-01-12 00:00:00,1.7,0.4,2.6,0,,,28.5,46.3,1027.6,19
2025-01-13 00:00:00,0.9,0.1,2.4,0,,,25.5,40.8,1039,99
2025-01-14 00:00:00,-1.2,-5.5,2.3,0,,,5.2,16.7,1037.4,286
2025-01-15 00:00:00,0.9,-2.7,3.5,1.6,,,10.4,25.9,1028.7,0
2025-01-16 00:00:00,0.5,-3,2.5,0.1,,,4.4,16.7,1038.2,153
2025-01-17 00:00:00,0.6,-1.9,3.1,0,,,6.9,18.5,1041.6,9
2025-01-18 00:00:00,-2.2,-2.8,-1,0,,,6.2,16.7,1038,250
2025-01-19 00:00:00,-2.8,-3.5,-1.8,0,,,8.5,22.2,1032.8,105
2025-01-20 00:00:00,-2.6,-2.9,-2.4,0,,,15.6,29.6,1028.9,4
2025-01-21 00:00:00,-2,-2.8,-1,0,,,8.4,22.2,1022.3,0
2025-01-22 00:00:00,-1.6,-2.1,-1,0,,,9.8,27.8,1018.8,0
2025-01-23 00:00:00,0.6,-0.8,2.6,0,,,13,29.6,1013.4,0
2025-01-24 00:00:00,1.6,-3.7,6.5,0,,,7.3,22.2,1018.4,82
