nazov,date,daily_pocet_do,daily_pocet_z,daily_total,hour_count,zemepisna_sirka,zemepisna_dlzka,smer_do,smer_z,weekday,is_weekend,month,year
#1 - Starý Most,2022-09-06,708,713,1421,24,48.110442,17.127512,Centrum,Petržalka,1,0,9,2022
#1 - Starý Most,2022-09-07,694,695,1389,24,48.110442,17.127512,Centrum,Petržalka,2,0,9,2022
#1 - Starý Most,2022-09-08,621,175,796,24,48.110442,17.127512,Centrum,Petržalka,3,0,9,2022
#1 - Starý Most,2022-09-09,1268,195,1463,24,48.110442,17.127512,Centrum,Petržalka,4,0,9,2022
#1 - Starý Most,2022-09-10,673,648,1321,24,48.110442,17.127512,Centrum,Petržalka,5,1,9,2022
#1 - Starý Most,2022-09-11,654,660,1314,24,48.110442,17.127512,Centrum,Petržalka,6,1,9,2022
#1 - Starý Most,2022-09-12,683,128,811,24,48.110442,17.127512,Centrum,Petržalka,0,0,9,2022
#1 - Starý Most,2022-09-13,1476,291,1767,24,48.110442,17.127512,Centrum,Petržalka,1,0,9,2022
#1 - Starý Most,2022-09-14,624,615,1239,24,48.110442,17.127512,Centrum,Petržalka,2,0,9,2022
#1 - Starý Most,2022-09-15,613,607,1220,24,48.110442,17.127512,Centrum,Petržalka,3,0,9,2022
#1 - Starý Most,2022-09-16,599,603,1202,24,48.110442,17.127512,Centrum,Petržalka,4,0,9,2022
#1 - Starý Most,2022-09-17,591,589,1180,24,48.110442,17.127512,Centrum,Petržalka,5,1,9,2022
#1 - Starý Most,2022-09-18,582,585,1167,24,48.110442,17.127512,Centrum,Petržalka,6,1,9,2022
#1 - Starý Most,2022-09-19,571,567,1138,24,48.110442,17.127512,Centrum,Petržalka,0,0,9,2022
#1 - Starý Most,2022-09-20,530,523,1053,24,48.110442,17.127512,Centrum,Petržalka,1,0,9,2022
#1 - Starý Most,2022-09-21,601,164,765,24,48.110442,17.127512,Centrum,Petržalka,2,0,9,2022
#1 - Starý Most,2022-09-22,891,185,1076,24,48.110442,17.127512,Centrum,Petržalka,3,0,9,2022
#1 - Starý Most,2022-09-23,818,158,976,24,48.110442,17.127512,Centrum,Petržalka,4,0,9,2022
#1 - Starý Most,2022-09-24,1100,121,1221,24,48.110442,17.127512,Centrum,Petržalka,5,1,9,2022
#1 - Starý Most,2022-09-25,481,473,954,24,48.110442,17.127512,Centrum,Petržalka,6,1,9,2022
#1 - Starý Most,2022-09-26,860,157,1017,24,48.110442,17.127512,Centrum,Petržalka,0,0,9,2022
#1 - Starý Most,2022-09-27,446,96,542,24,48.110442,17.127512,Centrum,Petržalka,1,0,9,2022
#1 - Starý Most,2022-09-28,811,135,946,24,48.110442,17.127512,Centrum,Petržalka,2,0,9,2022
#1 - Starý Most,2022-09-29,539,125,664,24,48.110442,17.127512,Centrum,Petržalka,3,0,9,2022
#1 - Starý Most,2022-09-30,191,59,250,24,48.110442,17.127512,Centrum,Petržalka,4,0,9,2022
#1 - Starý Most,2022-10-01,362,57,419,24,48.110442,17.127512,Centrum,Petržalka,5,1,10,2022
#1 - Starý Most,2022-10-02,599,71,670,24,48.110442,17.127512,Centrum,Petržalka,6,1,10,2022
#1 - Starý Most,2022-10-03,548,93,641,24,48.110442,17.127512,Centrum,Petržalka,0,0,10,2022
#1 - Starý Most,2022-10-04,632,130,762,24,48.110442,17.127512,Centrum,Petržalka,1,0,10,2022
#1 - Starý Most,2022-10-05,697,140,837,24,48.110442,17.127512,Centrum,Petržalka,2,0,10,2022
#1 - Starý Most,2022-10-06,746,102,848,24,48.110442,17.127512,Centrum,Petržalka,3,0,10,2022
#1 - Starý Most,2022-10-07,535,72,607,24,48.110442,17.127512,Centrum,Petržalka,4,0,10,2022
#1 - Starý Most,2022-10-08,825,203,1028,24,48.110442,17.127512,Centrum,Petržalka,5,1,10,2022
#1 - Starý Most,2022-10-09,498,490,988,24,48.110442,17.127512,Centrum,Petržalka,6,1,10,2022
#1 - Starý Most,2022-10-10,503,495,998,24,48.110442,17.127512,Centrum,Petržalka,0,0,10,2022
#1 - Starý Most,2022-10-11,507,509,1016,24,48.110442,17.127512,Centrum,Petržalka,1,0,10,2022
#1 - Starý Most,2022-10-12,509,509,1018,24,48.110442,17.127512,Centrum,Petržalka,2,0,10,2022
#1 - Starý Most,2022-10-13,518,512,1030,24,48.110442,17.127512,Centrum,Petržalka,3,0,10,2022
#1 - Starý Most,2022-10-14,518,524,1042,24,48.110442,17.127512,Centrum,Petržalka,4,0,10,2022
#1 - Starý Most,2022-10-15,528,524,1052,24,48.110442,17.127512,Centrum,Petržalka,5,1,10,2022
#1 - Starý Most,2022-10-16,532,538,1070,24,48.110442,17.127512,Centrum,Petržalka,6,1,10,2022
#1 - Starý Most,2022-10-19,566,73,639,24,48.110442,17.127512,Centrum,Petržalka,2,0,10,2022
#1 - Starý Most,2022-10-20,400,58,458,24,48.110442,17.127512,Centrum,Petržalka,3,0,10,2022
#1 - Starý Most,2022-10-21,363,48,411,24,48.110442,17.127512,Centrum,Petržalka,4,0,10,2022
#1 - Starý Most,2022-10-22,184,26,210,24,48.110442,17.127512,Centrum,Petržalka,5,1,10,2022
#1 - Starý Most,2022-10-26,372,71,443,24,48.110442,17.127512,Centrum,Petržalka,2,0,10,2022
#1 - Starý Most,2022-10-27,431,73,504,24,48.110442,17.127512,Centrum,Petržalka,3,0,10,2022
#1 - Starý Most,2022-10-28,306,52,358,24,48.110442,17.127512,Centrum,Petržalka,4,0,10,2022
#1 - Starý Most,2022-10-29,231,49,280,24,48.110442,17.127512,Centrum,Petržalka,5,1,10,2022
#1 - Starý Most,2022-10-30,310,61,371,24,48.110442,17.127512,Centrum,Petržalka,6,1,10,2022
#1 - Starý Most,2022-10-31,281,65,346,24,48.110442,17.127512,Centrum,Petržalka,0,0,10,2022
#3 - River Park,2022-09-06,1015,1022,2037,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2022
#3 - River Park,2022-09-07,899,876,1775,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2022
#3 - River Park,2022-09-08,536,611,1147,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2022
#3 - River Park,2022-09-09,667,759,1426,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2022
#3 - River Park,2022-09-10,594,642,1236,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2022
#3 - River Park,2022-09-11,486,456,942,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2022
#3 - River Park,2022-09-12,784,748,1532,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2022
#3 - River Park,2022-09-13,821,1032,1853,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2022
#3 - River Park,2022-09-14,467,501,968,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2022
#3 - River Park,2022-09-15,466,526,992,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2022
#3 - River Park,2022-09-16,383,429,812,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2022
#3 - River Park,2022-09-17,327,356,683,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2022
#3 - River Park,2022-09-18,224,248,472,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2022
#3 - River Park,2022-09-19,191,333,524,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2022
#3 - River Park,2022-09-20,212,308,520,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2022
#3 - River Park,2022-09-21,559,560,1119,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2022
#3 - River Park,2022-09-22,526,552,1078,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2022
#3 - River Park,2022-09-23,565,569,1134,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2022
#3 - River Park,2022-09-24,600,643,1243,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,9,2022
#3 - River Park,2022-09-25,238,232,470,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,9,2022
#3 - River Park,2022-09-26,533,543,1076,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,9,2022
#3 - River Park,2022-09-27,244,283,527,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,9,2022
#3 - River Park,2022-09-28,457,527,984,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,9,2022
#3 - River Park,2022-09-29,427,446,873,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,9,2022
#3 - River Park,2022-09-30,209,222,431,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,9,2022
#3 - River Park,2022-10-01,370,286,656,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2022
#3 - River Park,2022-10-02,595,585,1180,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2022
#3 - River Park,2022-10-03,337,261,598,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2022
#3 - River Park,2022-10-04,495,610,1105,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2022
#3 - River Park,2022-10-05,512,572,1084,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2022
#3 - River Park,2022-10-06,690,775,1465,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2022
#3 - River Park,2022-10-07,570,658,1228,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2022
#3 - River Park,2022-10-08,660,757,1417,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2022
#3 - River Park,2022-10-09,665,746,1411,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2022
#3 - River Park,2022-10-10,481,584,1065,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2022
#3 - River Park,2022-10-11,527,595,1122,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2022
#3 - River Park,2022-10-12,489,474,963,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2022
#3 - River Park,2022-10-13,457,508,965,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2022
#3 - River Park,2022-10-14,406,431,837,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2022
#3 - River Park,2022-10-15,590,565,1155,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2022
#3 - River Park,2022-10-16,601,604,1205,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2022
#3 - River Park,2022-10-17,88,143,231,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2022
#3 - River Park,2022-10-18,148,161,309,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2022
#3 - River Park,2022-10-19,529,745,1274,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2022
#3 - River Park,2022-10-20,215,255,470,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2022
#3 - River Park,2022-10-21,230,299,529,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2022
#3 - River Park,2022-10-22,281,295,576,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2022
#3 - River Park,2022-10-23,598,588,1186,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2022
#3 - River Park,2022-10-24,29,52,81,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2022
#3 - River Park,2022-10-25,597,588,1185,24,48.13956,17.117371,Centrum,Most Lanfranconi,1,0,10,2022
#3 - River Park,2022-10-26,597,599,1196,24,48.13956,17.117371,Centrum,Most Lanfranconi,2,0,10,2022
#3 - River Park,2022-10-27,602,595,1197,24,48.13956,17.117371,Centrum,Most Lanfranconi,3,0,10,2022
#3 - River Park,2022-10-28,600,604,1204,24,48.13956,17.117371,Centrum,Most Lanfranconi,4,0,10,2022
#3 - River Park,2022-10-29,604,599,1203,24,48.13956,17.117371,Centrum,Most Lanfranconi,5,1,10,2022
#3 - River Park,2022-10-30,595,601,1196,24,48.13956,17.117371,Centrum,Most Lanfranconi,6,1,10,2022
#3 - River Park,2022-10-31,602,606,1208,24,48.13956,17.117371,Centrum,Most Lanfranconi,0,0,10,2022
#4 - Dolnozemská,2022-09-06,1390,1400,2790,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,9,2022
#4 - Dolnozemská,2022-09-07,1793,974,2767,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,9,2022
#4 - Dolnozemská,2022-09-08,996,594,1590,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,9,2022
#4 - Dolnozemská,2022-09-09,1511,1054,2565,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,9,2022
#4 - Dolnozemská,2022-09-10,1437,987,2424,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,9,2022
#4 - Dolnozemská,2022-09-11,885,477,1362,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,9,2022
#4 - Dolnozemská,2022-09-12,1100,600,1700,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,9,2022
#4 - Dolnozemská,2022-09-13,1680,921,2601,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,9,2022
#4 - Dolnozemská,2022-09-14,925,495,1420,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,9,2022
#4 - Dolnozemská,2022-09-15,1151,592,1743,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,9,2022
#4 - Dolnozemská,2022-09-16,736,482,1218,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,9,2022
#4 - Dolnozemská,2022-09-17,654,459,1113,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,9,2022
#4 - Dolnozemská,2022-09-18,417,184,601,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,9,2022
#4 - Dolnozemská,2022-09-19,170,76,246,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,9,2022
#4 - Dolnozemská,2022-09-20,292,152,444,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,9,2022
#4 - Dolnozemská,2022-09-21,742,440,1182,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,9,2022
#4 - Dolnozemská,2022-09-22,808,441,1249,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,9,2022
#4 - Dolnozemská,2022-09-23,961,523,1484,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,9,2022
#4 - Dolnozemská,2022-09-24,1531,1119,2650,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,9,2022
#4 - Dolnozemská,2022-09-25,616,385,1001,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,9,2022
#4 - Dolnozemská,2022-09-26,942,447,1389,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,9,2022
#4 - Dolnozemská,2022-09-27,307,94,401,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,9,2022
#4 - Dolnozemská,2022-09-28,789,443,1232,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,9,2022
#4 - Dolnozemská,2022-09-29,598,343,941,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,9,2022
#4 - Dolnozemská,2022-09-30,311,163,474,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,9,2022
#4 - Dolnozemská,2022-10-01,627,495,1122,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,10,2022
#4 - Dolnozemská,2022-10-02,855,601,1456,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,10,2022
#4 - Dolnozemská,2022-10-03,327,169,496,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,10,2022
#4 - Dolnozemská,2022-10-04,574,354,928,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,10,2022
#4 - Dolnozemská,2022-10-05,839,555,1394,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,10,2022
#4 - Dolnozemská,2022-10-06,1355,638,1993,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,10,2022
#4 - Dolnozemská,2022-10-07,926,392,1318,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,10,2022
#4 - Dolnozemská,2022-10-08,1685,976,2661,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,10,2022
#4 - Dolnozemská,2022-10-09,1627,812,2439,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,10,2022
#4 - Dolnozemská,2022-10-10,532,225,757,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,10,2022
#4 - Dolnozemská,2022-10-11,853,368,1221,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,10,2022
#4 - Dolnozemská,2022-10-12,797,464,1261,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,10,2022
#4 - Dolnozemská,2022-10-13,743,429,1172,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,10,2022
#4 - Dolnozemská,2022-10-14,600,281,881,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,10,2022
#4 - Dolnozemská,2022-10-15,197,93,290,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,10,2022
#4 - Dolnozemská,2022-10-16,1272,293,1565,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,10,2022
#4 - Dolnozemská,2022-10-17,711,132,843,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,10,2022
#4 - Dolnozemská,2022-10-18,809,161,970,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,10,2022
#4 - Dolnozemská,2022-10-19,559,339,898,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,10,2022
#4 - Dolnozemská,2022-10-20,522,216,738,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,10,2022
#4 - Dolnozemská,2022-10-21,354,161,515,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,10,2022
#4 - Dolnozemská,2022-10-22,254,166,420,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,10,2022
#4 - Dolnozemská,2022-10-23,564,326,890,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,10,2022
#4 - Dolnozemská,2022-10-24,490,157,647,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,10,2022
#4 - Dolnozemská,2022-10-25,691,174,865,24,48.112534,17.128937,Dunajská hrázda,Petržalka,1,0,10,2022
#4 - Dolnozemská,2022-10-26,437,194,631,24,48.112534,17.128937,Dunajská hrázda,Petržalka,2,0,10,2022
#4 - Dolnozemská,2022-10-27,509,282,791,24,48.112534,17.128937,Dunajská hrázda,Petržalka,3,0,10,2022
#4 - Dolnozemská,2022-10-28,217,91,308,24,48.112534,17.128937,Dunajská hrázda,Petržalka,4,0,10,2022
#4 - Dolnozemská,2022-10-29,295,105,400,24,48.112534,17.128937,Dunajská hrázda,Petržalka,5,1,10,2022
#4 - Dolnozemská,2022-10-30,434,187,621,24,48.112534,17.128937,Dunajská hrázda,Petržalka,6,1,10,2022
#4 - Dolnozemská,2022-10-31,271,273,544,24,48.112534,17.128937,Dunajská hrázda,Petržalka,0,0,10,2022
Cyklomost Slobody,2022-09-06,257,324,581,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,9,2022
Cyklomost Slobody,2022-09-07,372,290,662,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,9,2022
Cyklomost Slobody,2022-09-08,119,121,240,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,9,2022
Cyklomost Slobody,2022-09-09,323,230,553,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,9,2022
Cyklomost Slobody,2022-09-10,400,348,748,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,9,2022
Cyklomost Slobody,2022-09-11,276,220,496,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,9,2022
Cyklomost Slobody,2022-09-12,257,153,410,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,9,2022
Cyklomost Slobody,2022-09-13,327,430,757,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,9,2022
Cyklomost Slobody,2022-09-14,157,125,282,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,9,2022
Cyklomost Slobody,2022-09-15,299,260,559,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,9,2022
Cyklomost Slobody,2022-09-16,177,146,323,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,9,2022
Cyklomost Slobody,2022-09-17,173,169,342,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,9,2022
Cyklomost Slobody,2022-09-18,85,124,209,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,9,2022
Cyklomost Slobody,2022-09-19,22,144,166,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,9,2022
Cyklomost Slobody,2022-09-20,43,127,170,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,9,2022
Cyklomost Slobody,2022-09-21,164,213,377,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,9,2022
Cyklomost Slobody,2022-09-22,152,132,284,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,9,2022
Cyklomost Slobody,2022-09-23,259,232,491,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,9,2022
Cyklomost Slobody,2022-09-24,575,858,1433,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,9,2022
Cyklomost Slobody,2022-09-25,153,161,314,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,9,2022
Cyklomost Slobody,2022-09-26,177,116,293,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,9,2022
Cyklomost Slobody,2022-09-27,56,105,161,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,9,2022
Cyklomost Slobody,2022-09-28,148,113,261,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,9,2022
Cyklomost Slobody,2022-09-29,133,97,230,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,9,2022
Cyklomost Slobody,2022-09-30,66,66,132,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,9,2022
Cyklomost Slobody,2022-10-01,201,208,409,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-02,224,216,440,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-04,120,200,320,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-05,190,167,357,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-06,277,248,525,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
Cyklomost Slobody,2022-10-07,239,212,451,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,10,2022
Cyklomost Slobody,2022-10-08,674,547,1221,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-09,597,453,1050,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-10,127,192,319,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,10,2022
Cyklomost Slobody,2022-10-11,197,195,392,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-12,134,147,281,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-13,138,131,269,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
Cyklomost Slobody,2022-10-14,92,95,187,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,4,0,10,2022
Cyklomost Slobody,2022-10-15,56,36,92,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,5,1,10,2022
Cyklomost Slobody,2022-10-16,738,591,1329,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,6,1,10,2022
Cyklomost Slobody,2022-10-17,151,148,299,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,0,0,10,2022
Cyklomost Slobody,2022-10-18,305,231,536,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,1,0,10,2022
Cyklomost Slobody,2022-10-19,114,108,222,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,2,0,10,2022
Cyklomost Slobody,2022-10-20,129,106,235,24,48.21065,16.969,Cyklomost Slobody Pedestrians IN - na Slovensko,Cyklomost Slobody Pedestrians OUT - zo Slovenska,3,0,10,2022
